Sage Slippers	Art/2DItems/Armours/Boots/BootsInt3
Sage Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand6
Sage's Robe	Art/2DItems/Armours/BodyArmours/BodyInt1B
Sai	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger9
Saint's Hauberk	Art/2DItems/Armours/BodyArmours/BodyStrInt2C
Saintly Chainmail	Art/2DItems/Armours/BodyArmours/BodyStrInt3C
Sallet	Art/2DItems/Armours/Helmets/HelmetStrDex2
Sambar Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter9
Samite Gloves	Art/2DItems/Armours/Gloves/GlovesInt3
Samite Slippers	Art/2DItems/Armours/Boots/BootsInt3
Samnite Helmet	Art/2DItems/Armours/Helmets/HelmetStr8
Sanctified Life Flask	Art/2DItems/Flasks/lifeflask10
Sanctified Mana Flask	Art/2DItems/Flasks/manaflask10
Sanguine Raiment	Art/2DItems/Armours/BodyArmours/BodyDexInt1C
Sapphire Flask	Art/2DItems/Flasks/sapphire
Sapphire Ring	Art/2DItems/Rings/Ring6
Satin Gloves	Art/2DItems/Armours/Gloves/GlovesInt2
Satin Slippers	Art/2DItems/Armours/Boots/BootsInt2
Savant's Robe	Art/2DItems/Armours/BodyArmours/BodyInt1B
Scale Doublet	Art/2DItems/Armours/BodyArmours/BodyStrDex1B
Scale Vest	Art/2DItems/Armours/BodyArmours/BodyStrDex1A
Scare Mask	Art/2DItems/Armours/Helmets/HelmetDexInt1
Scarlet Raiment	Art/2DItems/Armours/BodyArmours/BodyDexInt1C
Scarlet Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex4
Scholar Boots	Art/2DItems/Armours/Boots/BootsInt4
Scholar's Robe	Art/2DItems/Armours/BodyArmours/BodyInt1B
Seaglass Amulet	Art/2DItems/Amulets/CrescentAmulet
Searching Eye Jewel	Art/2DItems/Jewels/SearchingEye
Secutor Helm	Art/2DItems/Armours/Helmets/HelmetStrDex5
Sekhem	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter3
Sentinel Jacket	Art/2DItems/Armours/BodyArmours/BodyDexInt1B
Serpentine Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff5
Serpentscale Boots	Art/2DItems/Armours/Boots/BootsStrDex2
Serpentscale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex2
Serrated Arrow Quiver	Art/2DItems/Quivers/QuiverSerrated
Serrated Foil	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier5
Shabby Jerkin	Art/2DItems/Armours/BodyArmours/BodyDex1A
Shackled Boots	Art/2DItems/Armours/Boots/BootsDexInt4
Shadow Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe7
Shadow Fangs	Art/2DItems/Weapons/OneHandWeapons/Claws/HeistClaw
Shadow Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter8
Shadowed Ring	Art/2DItems/Rings/LakeRing5
Shagreen Boots	Art/2DItems/Armours/Boots/BootsDex4
Shagreen Gloves	Art/2DItems/Armours/Gloves/GlovesDex4
Shagreen Tower Shield	Art/2DItems/Armours/Shields/ShieldStr3
Sharkskin Boots	Art/2DItems/Armours/Boots/BootsDex3
Sharkskin Gloves	Art/2DItems/Armours/Gloves/GlovesDex3
Sharkskin Tunic	Art/2DItems/Armours/BodyArmours/BodyDex1B
Sharktooth Arrow Quiver	Art/2DItems/Quivers/QuiverSharktooth
Sharktooth Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw2
Short Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow2
Siege Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3
Siege Helmet	Art/2DItems/Armours/Helmets/HelmetStr7
Silk Gloves	Art/2DItems/Armours/Gloves/GlovesInt3
Silk Robe	Art/2DItems/Armours/BodyArmours/BodyInt2C
Silk Slippers	Art/2DItems/Armours/Boots/BootsInt3
Silken Garb	Art/2DItems/Armours/BodyArmours/BodyInt2B
Silken Hood	Art/2DItems/Armours/Helmets/HelmetDex8
Silken Vest	Art/2DItems/Armours/BodyArmours/BodyInt2A
Silken Wrap	Art/2DItems/Armours/BodyArmours/BodyInt2B
Silver Flask	Art/2DItems/Flasks/silver
Simple Robe	Art/2DItems/Armours/BodyArmours/BodyInt1A
Simplex Amulet	Art/2DItems/Amulets/HeistAmulet2
Sinner Tricorne	Art/2DItems/Armours/Helmets/HelmetDex9
Skean	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger7
Skinning Knife	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger2
Slaughter Knife	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger3
Sledgehammer	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace4
Sleek Coat	Art/2DItems/Armours/BodyArmours/BodyDexInt2B
Slink Boots	Art/2DItems/Armours/Boots/BootsDex4
Slink Gloves	Art/2DItems/Armours/Gloves/GlovesDex4
Small Cluster Jewel	Art/2DItems/Jewels/NewGemBase1
Small Hybrid Flask	Art/2DItems/Flasks/hybridflask1
Small Life Flask	Art/2DItems/Flasks/lifeflask1
Small Mana Flask	Art/2DItems/Flasks/manaflask1
Smallsword	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier9
Sniper Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow5
Solar Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace8
Solarine Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/HeistBowFire
Solaris Circlet	Art/2DItems/Armours/Helmets/HelmetInt9
Soldier Boots	Art/2DItems/Armours/Boots/BootsStrInt3
Soldier Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt3
Soldier Helmet	Art/2DItems/Armours/Helmets/HelmetStrInt2
Soldier's Brigandine	Art/2DItems/Armours/BodyArmours/BodyStrDex2C
Sorcerer Boots	Art/2DItems/Armours/Boots/BootsInt4
Sorcerer Gloves	Art/2DItems/Armours/Gloves/GlovesInt4
Sorrow Mask	Art/2DItems/Armours/Helmets/HelmetStrDexR
Sovereign Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt5
Sparkling Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7
Spectral Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe8
Spectral Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword7
Spidersilk Robe	Art/2DItems/Armours/BodyArmours/BodyInt2C
Spike-Point Arrow Quiver	Art/2DItems/Quivers/QuiverSpike-Point
Spiked Bundle	Art/2DItems/Armours/Shields/ShieldDexInt1
Spiked Club	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace3
Spiked Gloves	Art/2DItems/Armours/Gloves/SpikedGloves
Spiked Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex3
Spine Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow6
Spinefuse Talisman	Art/2DItems/Amulets/TalismanRed3
Spiny Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace5
Spiny Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex3
Spiraled Foil	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier5
Spiraled Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5
Splendid Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex5
Splintered Tower Shield	Art/2DItems/Armours/Shields/ShieldStr1
Splitnewt Talisman	Art/2DItems/Amulets/TalismanBlack4
Sporebloom Tincture	Art/2DItems/Flasks/SporebloomSap
Stabilising Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/HeistSceptreElemental
Stag Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter9
Stealth Boots	Art/2DItems/Armours/Boots/BootsDex3
Stealth Gloves	Art/2DItems/Armours/Gloves/GlovesDex3
Steel Circlet	Art/2DItems/Armours/Helmets/HelmetInt7
Steel Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr4
Steel Greaves	Art/2DItems/Armours/Boots/BootsStr2
Steel Kite Shield	Art/2DItems/Armours/Shields/ShieldStrInt4
Steel Ring	Art/2DItems/Rings/AdamantineRing
Steelhead	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace4
Steelscale Boots	Art/2DItems/Armours/Boots/BootsStrDex1
Steelscale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex1
Steelwood Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow9
Stibnite Flask	Art/2DItems/Flasks/stibnite
Stiletto	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger4
Stone Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe1
Stone Hammer	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace4
Stormrider Boots	Art/2DItems/Armours/Boots/RitualDexBoots
Strapped Boots	Art/2DItems/Armours/Boots/BootsDexInt2
Strapped Leather	Art/2DItems/Armours/BodyArmours/BodyDex3A
Strapped Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt2
Studded Belt	Art/2DItems/Belts/Belt6
Studded Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex3
Stygian Vise	Art/2DItems/Belts/AbyssBelt
Subsuming Spirit Shield	Art/2DItems/Armours/Shields/IntHeistShield
Sulphur Flask	Art/2DItems/Flasks/gold
Sun Leather	Art/2DItems/Armours/BodyArmours/BodyDex3C
Sun Plate	Art/2DItems/Armours/BodyArmours/BodyStr1C
Sundering Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe3
Sunfire Circlet	Art/2DItems/Armours/Helmets/HelmetInt9
Supreme Leather	Art/2DItems/Armours/BodyArmours/BodyDex1C
Supreme Spiked Shield	Art/2DItems/Armours/Shields/ShieldDexInt5
Syndicate's Garb	Art/2DItems/Armours/BodyArmours/BodyDex2C
Talon Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe8
Tarnished Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt4
Teak Round Shield	Art/2DItems/Armours/Shields/ShieldStrDex2
Tempered Foil	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier3
Tenderizer	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace3
Tenebrous Ring	Art/2DItems/Rings/LakeRing4
Terror Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw8
Terror Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace7
Thicket Bow	Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow2
Thief's Garb	Art/2DItems/Armours/BodyArmours/BodyDex2C
Thorium Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt6
Thorn Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier8
Three Hands Talisman	Art/2DItems/Amulets/TalismanRed8
Three Rat Talisman	Art/2DItems/Amulets/TalismanRed7
Thresher Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw2
Throat Stabber	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw3
Thwarting Gauntlets	Art/2DItems/Armours/Gloves/RitualStrGloves
Tiger Hook	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword9
Tiger Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6
Tiger's Paw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw4
Timber Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe3
Timeless Jewel	Art/2DItems/Jewels/Timeless
Timeworn Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw6
Tinker Gloves	Art/2DItems/Armours/Gloves/RitualDexGloves
Titan Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr4
Titan Greaves	Art/2DItems/Armours/Boots/BootsStr4
Titan Plate	Art/2DItems/Armours/BodyArmours/BodyStr1C
Titanium Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt6
Tomahawk	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3
Topaz Flask	Art/2DItems/Flasks/topaz
Topaz Ring	Art/2DItems/Rings/Ring5
Tornado Wand	Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5
Torture Cage	Art/2DItems/Armours/Helmets/HelmetInt3
Torturer Garb	Art/2DItems/Armours/BodyArmours/BodyDexInt2C
Torturer's Mask	Art/2DItems/Armours/Helmets/HelmetDexInt11
Totemic Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace2
Transfer-attuned Spirit Shield	Art/2DItems/Armours/Shields/IntHeistShield
Transformer Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/HeistStaff
Trapper Boots	Art/2DItems/Armours/Boots/BootsDexInt2
Trapper Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt1
Trapsetter Gloves	Art/2DItems/Armours/Gloves/RitualDexGloves
Tribal Circlet	Art/2DItems/Armours/Helmets/HelmetInt4
Tribal Club	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace2
Tribal Maul	Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace2
Tricorne	Art/2DItems/Armours/Helmets/HelmetDex2
Trisula	Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger9
Triumphant Lamellar	Art/2DItems/Armours/BodyArmours/BodyStr4A
Turquoise Amulet	Art/2DItems/Amulets/TurquoiseAmulet
Twig Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt1
Twilight Blade	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8
Twilight Regalia	Art/2DItems/Armours/BodyArmours/BodyStrDexInt1C
Twin Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw9
Two-Handed Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword4
Two-Point Arrow Quiver	Art/2DItems/Quivers/QuiverTwo-Point
Two-Stone Ring	Art/2DItems/Rings/TopazRuby
Two-Toned Boots	Art/2DItems/Armours/Boots/TwoTonedBoots
Tyrant's Sekhem	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter3
Undying Flesh Talisman	Art/2DItems/Amulets/TalismanWhite6
Unset Amulet	Art/2DItems/Amulets/UnsetAmulet
Unset Ring	Art/2DItems/Rings/Empty-Socket
Ursine Pelt	Art/2DItems/Armours/Helmets/HelmetDex7
Vaal Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe5
Vaal Blade	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword6
Vaal Buckler	Art/2DItems/Armours/Shields/ShieldDex4
Vaal Claw	Art/2DItems/Weapons/OneHandWeapons/Claws/Claw6
Vaal Gauntlets	Art/2DItems/Armours/Gloves/GlovesStr3
Vaal Greatsword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword5
Vaal Greaves	Art/2DItems/Armours/Boots/BootsStr3
Vaal Hatchet	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe6
Vaal Mask	Art/2DItems/Armours/Helmets/HelmetDexInt10
Vaal Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier6
Vaal Regalia	Art/2DItems/Armours/BodyArmours/BodyStrDexInt1C
Vaal Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter6
Vaal Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt4
Vanguard Belt	Art/2DItems/Belts/Belt7
Variscite Blade	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword2
Varnished Coat	Art/2DItems/Armours/BodyArmours/BodyDexInt2B
Velour Boots	Art/2DItems/Armours/Boots/BootsDex4
Velour Gloves	Art/2DItems/Armours/Gloves/GlovesDex4
Velvet Gloves	Art/2DItems/Armours/Gloves/GlovesInt2
Velvet Slippers	Art/2DItems/Armours/Boots/BootsInt2
Vermillion Ring	Art/2DItems/Rings/VermillionRing
Vile Arrow Quiver	Art/2DItems/Quivers/VileArrowQuiver
Vile Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff7
Vine Circlet	Art/2DItems/Armours/Helmets/HelmetInt1
Viridian Jewel	Art/2DItems/Jewels/basicdex
Visored Sallet	Art/2DItems/Armours/Helmets/HelmetStrDex3
Void Axe	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe7
Void Fangs	Art/2DItems/Weapons/OneHandWeapons/Claws/HeistClaw
Void Sceptre	Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter8
Walnut Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt2
War Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe5
War Buckler	Art/2DItems/Armours/Shields/ShieldDex5
War Hammer	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace5
War Plate	Art/2DItems/Armours/BodyArmours/BodyStr2B
War Sword	Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword5
Warlock Boots	Art/2DItems/Armours/Boots/BootsInt4
Warlock Gloves	Art/2DItems/Armours/Gloves/GlovesInt4
Waxed Garb	Art/2DItems/Armours/BodyArmours/BodyDexInt2C
Wereclaw Talisman	Art/2DItems/Amulets/DireClawTalisman
Whalebone Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier2
Widowsilk Robe	Art/2DItems/Armours/BodyArmours/BodyInt2C
Wild Leather	Art/2DItems/Armours/BodyArmours/BodyDex3B
Windbreak Boots	Art/2DItems/Armours/Boots/RitualDexBoots
Winter Crown	Art/2DItems/Armours/Helmets/HelmetDexIntR
Wolf Pelt	Art/2DItems/Armours/Helmets/HelmetDex4
Woodful Staff	Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff2
Woodsplitter	Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe3
Wool Gloves	Art/2DItems/Armours/Gloves/GlovesInt1
Wool Shoes	Art/2DItems/Armours/Boots/BootsInt1
Wraith Axe	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe8
Wraith Sword	Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword7
Wrapped Boots	Art/2DItems/Armours/Boots/BootsDexInt1
Wrapped Mitts	Art/2DItems/Armours/Gloves/GlovesDexInt1
Wrist Chopper	Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe4
Writhing Talisman	Art/2DItems/Amulets/NewTalisman3
Wyrm Mace	Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace9
Wyrmbone Rapier	Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier2
Wyrmscale Boots	Art/2DItems/Armours/Boots/BootsStrDex3
Wyrmscale Doublet	Art/2DItems/Armours/BodyArmours/BodyStrDex1B
Wyrmscale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex3
Wyvernscale Boots	Art/2DItems/Armours/Boots/BootsStrDex3
Wyvernscale Gauntlets	Art/2DItems/Armours/Gloves/GlovesStrDex3
Yew Spirit Shield	Art/2DItems/Armours/Shields/ShieldInt2
Zealot Boots	Art/2DItems/Armours/Boots/BootsStrInt2
Zealot Gloves	Art/2DItems/Armours/Gloves/GlovesStrInt2
Zealot Helmet	Art/2DItems/Armours/Helmets/HelmetStrInt6
Zodiac Leather	Art/2DItems/Armours/BodyArmours/BodyDex3C
